,4.6_rbf_matern32_sin_lin_sin_lfbgs_0_0,4.6_rbf_matern32_sin_lin_sin_lfbgs_1_0,4.6_rbf_matern32_sin_lin_sin_lfbgs_2_0,4.6_rbf_matern32_sin_lin_sin_lfbgs_3_0,4.6_rbf_matern32_sin_lin_sin_lfbgs_4_0
       [-7.72234870e-01],
       [-7.82036852e-01],
       [ 7.68718266e-01],
       [ 3.54674882e-01],
       [ 3.51983797e-03],
       [-1.20415815e+00],
       [-5.26807105e-02],
       [ 3.54497973e-01],
       [ 4.18959895e-02],
       [-3.30049702e-01],
       [ 9.33646226e-02],
       [ 2.52039138e-01],
       [-3.51994957e-01],
       [-4.54629564e-01],
       [-1.35962774e-02],
       [ 1.71632487e-02],
       [-8.78148347e-01],
       [ 1.83053635e-01],
       [-4.46323228e-01],
       [ 7.30019716e-02],
       [ 3.72521678e-01],
       [ 1.42427234e-02],
       [ 5.84196795e-03],
       [ 1.76494734e-01],
       [ 5.30401154e-01],
       [-5.29065626e-01],
       [-1.77736529e-01],
       [-8.23459336e-01],
       [-9.17803999e-01],
       [ 3.10878959e-01],
       [-9.06134676e-01],
       [ 2.56178342e-01],
       [-3.63584388e-01],
       [ 6.99577144e-01],
       [ 4.62577246e-01],
       [ 1.79017947e-01],
       [ 2.34553881e-01],
       [-6.24092955e-01],
       [ 3.26259811e-03],
       [ 4.83541660e-02],
       [ 4.47546665e-02],
       [-3.62877560e-01],
       [ 3.76086393e-01],
       [-5.55666650e-01],
       [ 2.53701686e-01],
       [ 3.22660245e-01],
       [-8.68901316e-01],
       [-3.31314262e-01],
       [ 1.32302024e-01],
       [-9.36185541e-01],
       [-8.48354004e-02],
       [-3.18133491e-01],
       [-3.13826550e-03],
       [-1.17414503e-01],
       [ 4.14433301e-01],
       [ 2.45150095e-01],
       [ 2.76033312e-01],
       [-3.72222510e-01],
       [ 5.86297211e-01],
       [ 4.56812455e-01],
       [-1.55322631e+00],
       [ 6.19119148e-01],
       [-3.58343518e-01],
       [ 4.07885525e-01],
       [ 3.35998069e-01],
       [-2.04409404e-02],
       [-4.19646919e-02],
       [ 2.48851538e-01],
       [ 1.34069549e-01],
       [-1.30223920e-01],
       [ 8.58023453e-01],
       [-1.69211066e-01],
       [ 2.20948189e-02],
       [-5.15722737e-01],
       [-1.72167439e-01],
       [ 2.72669008e-01],
       [ 8.67876160e-01],
       [ 3.35981233e-01],
       [-2.82744361e-02],
       [-4.15361877e-01],
       [ 1.31853776e-03],
       [-9.59235963e-03],
       [-1.06472676e-02],
       [ 2.78800464e-02],
       [-8.65114039e-01],
       [-9.92638277e-02],
       [-1.07749311e-02],
       [-6.10048057e-02],
       [-6.97247779e-02],
       [-1.06929794e-01],
       [ 2.88415055e-01],
       [ 9.90023148e-01],
       [-7.09211208e-01],
       [-9.71211977e-03],
       [-1.05657290e-01],
       [-9.83293470e-01],
       [-3.87561856e-01],
       [ 6.09942048e-02],
       [ 4.09411007e-01],
       [-5.01216613e-03],
       [ 1.22315072e+00],
       [ 5.53644598e-01],
       [ 1.06762254e-01],
       [-8.16593988e-01],
       [-3.30035828e-01],
       [-2.67271105e-01],
       [-8.98113824e-01],
       [ 7.67286738e-01],
       [ 4.52332048e-01],
       [-7.03413495e-02],
       [-3.32526125e-01],
       [-2.58819969e-01],
       [ 1.07770849e+00],
       [-4.98302872e-02],
       [ 2.58451641e-03],
       [-1.52604969e-01],
       [ 7.29181181e-01],
       [ 4.88618152e-01],
       [-6.18351723e-01],
       [ 1.30286929e+00],
       [ 6.85006297e-01],
       [ 7.59642078e-02],
       [ 5.82006640e-01],
       [ 6.49949007e-01],
       [-2.00368015e-01],
       [ 1.32871059e-02],
       [-2.91859630e-03],
       [ 8.53215494e-01],
       [ 6.20995320e-01],
       [-3.81808822e-01],
       [-2.48753187e-01],
       [-2.39601440e-01],
       [ 1.22785604e-01],
       [-2.08020413e-01],
       [ 1.47341272e-01],
       [ 5.46776614e-01],
       [-7.31131778e-02],
       [ 1.61115910e-01],
       [ 3.11544824e-01],
       [ 4.43814519e-01],
       [ 2.03034437e-01],
       [ 3.95386821e-01],
       [-8.49026235e-01],
       [ 1.00424003e+00],
       [ 1.22971096e-01],
       [ 4.50515715e-01],
       [-2.00219610e-01],
       [-3.35555091e-01],
       [ 1.27088698e+00],
       [ 4.31509075e-01],
       [ 7.95607371e-01],
       [-1.31317941e-02],
       [-1.21379252e+00],
       [-3.59799422e-02],
       [ 2.23683426e-01],
       [ 7.11843387e-02],
       [ 9.15051833e-02],
       [ 9.72970028e-02],
       [ 2.11111974e-02],
       [-7.16203748e-01],
       [ 4.24043504e-02],
       [-2.82644259e-01],
       [ 3.19337103e-01],
       [ 1.44325308e-03],
       [ 6.41454302e-01],
       [-1.11389562e-01],
       [-1.07329918e-01],
       [-2.54562064e-01],
       [ 7.70789388e-02],
       [-1.07773380e+00],
       [ 4.86366396e-01],
       [ 7.38466574e-03],
       [ 5.66066990e-01],
       [-3.35302913e-01],
       [-6.28522606e-01],
       [-1.46485057e-02],
       [-6.89670536e-01],
       [ 2.84158459e-02],
       [-5.36193130e-01],
       [-3.79242688e-01],
       [-2.43326031e-01],
       [-7.27228258e-02],
       [ 7.19219401e-01],
       [ 9.48910945e-02],
       [-9.55001831e-01],
       [-3.41212789e-01],
       [ 1.56709869e-01],
       [-8.45092337e-01],
       [ 3.95566701e-01],
       [-5.24947295e-01],
       [ 5.14441753e-01],
       [-1.13000522e-01],
       [-6.00267828e-01],
       [ 2.10494330e-01],
       [-6.38036100e-01],
       [ 8.70188497e-02],
       [-3.08280107e-03],
       [ 3.09987315e-02],
       [ 6.15600156e-02],
       [ 3.06607731e-01],
       [-7.05189966e-03],
       [ 2.70453274e-01],
       [ 3.42751224e-01],
       [-2.53732162e-01],
       [ 1.03143017e-02],
       [ 4.97290338e-01],
       [-1.57630957e-01],
       [ 3.12834134e-01],
       [-1.30674633e+00],
       [ 7.01015061e-04],
       [ 8.29354663e-01],
       [ 2.29427767e-02],
       [ 6.43105462e-01],
       [-3.88589790e-01],
       [-2.36183125e-01],
       [ 1.94063943e-02],
       [-3.85388404e-01],
       [-3.63944211e-01],
       [ 1.01627689e+00],
       [ 5.73940381e-02],
       [ 4.09587372e-01],
       [-1.24798627e-01],
       [-1.38744805e-01],
       [-2.71932929e-03],
       [ 6.90283764e-02],
       [ 7.30468694e-04],
       [ 3.03704090e-04],
       [-9.27860699e-02],
       [ 3.13850592e-01],
       [ 1.36775159e+00],
       [-7.74569034e-02],
       [ 6.20957962e-02],
       [-6.39505821e-01],
       [-7.49827009e-02],
       [-7.24322106e-01],
       [-2.24195952e-01],
       [-2.27244544e-01],
       [-5.27312256e-03],
       [ 8.64736723e-02],
       [-4.53769036e-02],
       [-1.61577820e-01],
       [-1.47122197e-01],
       [ 1.63178569e-01],
       [-2.00433615e-01],
       [-6.16634766e-01],
       [ 5.23137880e-01],
       [ 7.80321920e-01],
       [ 6.00448362e-02],
       [-2.53799028e-01],
       [-2.69211463e-01],
       [ 4.15617793e-01],
       [ 3.05487412e-01],
       [-2.38954452e-01],
       [-2.98736495e-01],
       [-2.44246162e-02],
       [-4.27957959e-01],
       [ 7.81420607e-02],
       [-8.93113920e-02],
       [ 6.51327809e-02],
       [-1.32634735e-01],
       [-1.50962165e-02],
       [ 7.41393068e-03],
       [-8.78124625e-02],
       [-2.72147462e-01],
       [-2.50042047e-02],
       [-3.64082106e-03],
       [ 9.68772863e-02],
       [ 2.17048837e-01],
       [-3.99117609e-02],
       [-7.23092358e-03],
       [ 1.18489135e-01],
       [ 5.92264920e-02],
       [-7.29295690e-01],
       [-3.54334273e-01],
       [ 7.96761710e-03],
       [ 4.00344711e-03],
       [ 1.37231047e-01],
       [-2.06432206e-01],
       [-1.10305385e-02],
       [ 2.01660144e-01],
       [ 5.27606603e-01],
       [ 1.05278465e-01],
       [-8.78975430e-03],
       [-4.84779007e-02],
       [ 3.32225498e-02],
       [-3.79726015e-01],
       [-9.81484669e-01],
       [ 1.56960551e-01],
       [ 5.67367146e-03],
       [-4.75333757e-02],
       [ 5.91592115e-02],
       [-5.80539784e-01],
       [-8.31909895e-03],
       [ 6.94181224e-02],
       [ 1.62635357e-02],
       [ 7.97776033e-01],
       [-2.01499442e-01],
       [-5.63885367e-01],
       [ 7.66110013e-04],
       [-5.44047477e-02],
       [-5.97331682e-01],
       [ 5.65518424e-01],
       [ 4.77415598e-01],
       [ 4.05953420e-01],
       [ 3.85272135e-01],
       [ 1.87716446e-01],
       [ 7.31435732e-02],
       [ 2.02263719e-01],
       [ 5.26585551e-01],
       [-2.79368746e-02],
       [-5.44727669e-01],
       [ 2.18056053e-01],
       [ 2.87279371e-01],
       [-7.60515873e-03],
       [-1.35503125e-01],
       [-9.01246804e-02],
       [ 2.42101381e-02],
       [ 1.62173507e-01],
       [ 9.28632663e-01],
       [-3.00860622e-01],
       [ 3.89333193e-01],
       [ 7.75072612e-02],
       [-5.37948642e-01],
       [ 2.73448166e-01],
       [-3.11149606e-02],
       [-8.86783943e-01],
       [-5.82065443e-01],
       [ 4.49313759e-01],
       [ 1.59780909e-01],
       [-1.69835477e-01],
       [ 2.38465991e-01],
       [ 6.88810962e-02],
       [-8.33048753e-01],
       [-1.22477223e-01],
       [-5.43940709e-01],
       [ 9.00811262e-04],
       [-1.27342978e-01],
       [-2.99174372e-02],
       [ 1.02420168e-01],
       [-6.83915128e-01],
       [-8.94929415e-01],
       [-3.49059760e-02],
       [-8.80481202e-02],
       [-2.49248275e-01],
       [ 1.72379488e-01],
       [ 5.24958298e-04],
       [ 6.08377527e-02],
       [-3.78825600e-01],
       [ 9.06223344e-01],
       [ 7.75460214e-01],
       [ 1.32399863e-02],
       [ 9.32013504e-01],
       [ 1.36817098e-01],
       [-2.02231768e-01],
       [ 2.90171156e-01],
       [-1.30832880e-01],
       [-1.94668773e-01],
       [ 9.94098236e-01],
       [-1.81760800e-01],
       [ 4.82707305e-01],
       [-7.90750410e-02],
       [ 1.00201097e-03],
       [ 3.45648920e-01],
       [ 6.77369783e-01],
       [ 2.07034829e-01],
       [-5.18564275e-01],
       [ 3.34318676e-01],
       [-2.73525516e-02],
       [-8.32667275e-02],
       [-2.29448947e-01],
       [ 1.35935743e-02],
       [ 8.76329922e-02],
       [ 3.22638153e-01],
       [-1.37114915e-01],
       [ 2.27751932e-01],
       [ 2.00556990e-01],
       [ 1.10710701e-01],
       [-4.31808315e-02],
       [-5.72876445e-02],
       [-1.30505483e-02],
       [ 2.22197857e-02],
       [ 3.34047108e-01],
       [ 1.93922220e-01],
       [ 1.73219357e-01],
       [-7.14774153e-03],
       [ 4.08648763e-02],
       [-5.53701406e-01],
       [ 3.15497843e-01],
       [-3.55885318e-03],
       [-4.46748235e-01],
       [ 3.15396022e-01],
       [ 5.04868948e-01],
       [-5.20739752e-03],
       [-1.19760100e+00],
       [ 1.30684830e-02],
       [-1.80924871e-01],
       [-2.12263471e-02],
       [-4.05213661e-01],
       [-3.02294802e-02],
       [ 1.48045493e-01],
       [-3.66658043e-02],
       [-1.24818982e-01],
       [ 1.58422409e-01],
       [-1.32660268e-01],
       [ 1.78787259e-03],
       [-3.44394751e-01],
       [-1.82889404e-03],
       [ 6.50649498e-01],
       [-1.95221443e-01],
       [ 1.18430831e-01],
       [-2.09366327e-01],
       [ 6.17496283e-01],
       [ 1.19118900e-02],
       [-1.97624390e-02],
       [ 5.87548022e-01],
       [ 7.96234170e-02],
       [ 2.51912336e-02],
       [ 7.06859799e-03],
       [-7.30723670e-01],
       [ 1.30994946e-01],
       [-2.55129352e-02],
       [ 2.90024822e-01],
       [ 2.20852866e-01],
       [ 5.00408007e-03],
       [ 3.25131601e-02],
       [-9.96355857e-02],
       [ 3.41316467e-02],
       [ 1.32146466e-02],
       [ 1.73274659e-01],
       [-3.25776978e-01],
       [-1.73247171e-01],
       [-2.42048085e-02],
       [ 3.15607687e-01],
       [-7.78588722e-03],
       [ 2.75369569e-03],
       [-1.68670423e-02],
       [-9.84018788e-02],
       [ 1.67958979e-01],
       [ 1.25277733e-03],
       [-1.68788450e-01],
       [-6.50825099e-01],
       [-6.06286241e-03],
       [ 2.66507387e-01],
       [-3.27994475e-01],
       [-3.29482123e-01],
       [ 4.73898901e-01],
       [ 1.44545465e-01],
       [ 1.12185897e-01],
       [-3.54567138e-03],
       [ 1.04804708e-01],
       [-7.91867738e-03],
       [-2.31879544e-01],
       [-3.52885460e-02],
       [-1.37682430e-01],
       [ 1.37816597e-01],
       [ 1.59538045e-01],
       [ 3.97088503e-01],
       [ 6.27535340e-01],
       [-8.88688015e-03],
       [-7.29071437e-02],
       [-2.40057751e-01],
       [ 1.27250781e-01],
       [-6.28640840e-01],
       [ 5.00704678e-03],
       [ 2.62028635e-01],
       [-1.06357588e-01],
       [ 1.91607900e-01],
       [ 1.64726810e-02],
       [-1.07055187e-02],
       [ 6.96005230e-02],
       [ 9.44039264e-02],
       [ 1.77464075e-01],
       [ 1.12742828e-02],
       [ 8.82195369e-03],
       [ 3.67632653e-01],
       [ 6.50447273e-02],
       [-7.40900535e-01],
       [ 2.67821919e-01],
       [-4.75770299e-01],
       [ 7.90129073e-03],
       [ 4.59542403e-01],
       [-5.74914042e-01],
       [ 9.07324231e-02],
       [-7.85181365e-02],
       [ 3.56977120e-02],
       [ 1.69085120e-01],
       [-1.16964743e-01],
       [ 2.43050438e-01],
       [-1.10566599e-01],
       [-1.68441108e-02],
       [ 1.03275297e-01],
       [ 6.74729915e-01],
       [ 1.54224879e-01],
       [ 3.28483687e-01],
       [-6.73966645e-02],
       [ 3.44478042e-02],
       [-9.20578817e-02],
       [-1.20612769e-01],
       [-1.59936596e-01],
       [-6.76305691e-02],
       [-6.00846915e-02],
       [-9.94121099e-02],
       [ 1.38989933e-01],
       [-2.90974715e-02],
       [-1.09391766e-02],
       [-3.01674680e-01],
       [ 6.27168405e-02],
       [ 8.68988382e-03],
       [ 5.14816467e-03],
       [ 7.67035454e-02],
       [-3.27288216e-01],
       [-2.23062979e-01],
       [-7.56237087e-01],
       [-5.33290223e-01],
       [ 8.45073138e-02],
       [ 1.42308995e-02],
       [ 2.18808454e-01],
       [ 3.21043307e-02],
       [ 2.51083118e-01],
       [ 1.99579231e-01],
       [ 8.11253182e-01],
       [-4.12599081e-03],
       [ 6.88439728e-02],
       [-2.81637335e-01],
       [-2.06209941e-01],
       [-2.41069831e-02],
       [-1.79668146e-03],
       [ 5.23538318e-02],
       [-1.61711782e-01],
       [-2.11027861e-01],
       [-1.91543825e-02],
       [-7.58995451e-03],
       [ 7.65461491e-02],
       [-7.33921495e-02],
       [-8.77366709e-01],
       [ 7.73047589e-02],
       [-3.43327941e-02],
       [ 1.61709278e-01],
       [-1.66431758e-01],
       [ 3.46971660e-01],
       [ 7.22174051e-02],
       [-1.69483228e-01],
       [-5.58639486e-02],
       [ 2.41114972e-04],
       [ 3.42525082e-02],
       [-2.53841234e-01],
       [ 1.03274419e-01],
       [-1.00715555e-01],
       [ 3.63568561e-02],
       [-1.50807003e-01],
       [ 2.66226059e-01],
       [ 7.82357311e-01],
       [ 2.44807495e-02],
       [-1.58714533e-02]])>","<Parameter: name=identity, dtype=float64, shape=[1000, 1], fn=""identity"", numpy=
array([[-2.75558417e-01],
       [ 5.15416250e-01],
       [-3.43842549e-01],
       [ 6.90176334e-01],
       [ 5.36967396e-01],
       [-1.08421942e+00],
       [-2.26610085e-02],
       [ 1.08073657e-01],
       [-3.04465311e-01],
       [-9.51024603e-02],
       [-2.59158865e-01],
       [-8.99179794e-01],
       [ 1.39717211e-01],
       [ 7.46038269e-01],
       [-2.20000981e-01],
       [-4.77212289e-01],
       [ 7.41372260e-01],
       [-6.77167663e-01],
       [ 4.24416420e-02],
       [-8.44229086e-01],
       [ 1.17855609e-01],
       [-1.61050602e-02],
       [-1.18862282e+00],
       [-3.75062163e-02],
       [-1.81182949e-01],
       [ 7.72545444e-02],
       [-1.26048455e+00],
       [-3.77960920e-01],
       [ 1.23401199e+00],
       [-9.80153408e-01],
       [ 7.95462416e-01],
       [-8.36520151e-01],
       [-5.47337655e-01],
       [-3.74713927e-01],
       [-8.03774960e-02],
       [ 7.26280081e-02],
       [ 1.51400843e-02],
       [ 9.87029045e-01],
       [ 5.05527261e-01],
       [ 4.37981182e-02],
       [ 2.22508037e-01],
       [-4.51921717e-01],
       [ 1.58770997e-01],
       [-1.32173889e+00],
       [-3.95701482e-01],
       [-1.23109456e-01],
       [ 1.01987495e-02],
       [-3.49047200e-01],
       [-2.68460114e-01],
       [-2.46777405e-01],
       [ 6.82588499e-01],
       [-8.40781638e-01],
       [-3.44086405e-01],
       [-2.99948479e-01],
       [-1.76240829e-01],
       [-4.38090419e-01],
       [-1.40084167e-01],
       [-2.93553769e-01],
       [ 4.36108016e-01],
       [ 3.71284031e-01],
       [ 6.37033001e-01],
       [ 6.57666232e-02],
       [-3.71226432e-01],
       [ 2.56722264e-01],
       [ 9.75258784e-01],
       [ 7.65857433e-01],
       [-2.56743654e-02],
       [-5.81058630e-01],
       [ 8.02598063e-01],
       [ 1.35909340e+00],
       [ 8.45491998e-01],
       [-5.42751499e-01],
       [ 3.92126267e-01],
       [-5.87096292e-01],
       [ 4.39897554e-01],
       [ 4.12340047e-01],
       [-1.90575656e-01],
       [-1.39463308e-01],
       [-9.48140212e-01],
       [-9.11093556e-02],
       [-2.02303557e-01],
       [-3.34939519e-02],
       [ 2.48337627e-01],
       [ 4.42054227e-01],
       [ 5.30402820e-02],
       [ 1.54684397e-01],
       [ 3.28801713e-01],
       [ 4.90876153e-01],
       [-1.08703458e-01],
       [-5.86189440e-01],
       [ 7.75029886e-01],
       [-3.51936815e-01],
       [-6.11360955e-01],
       [ 4.72057565e-01],
       [ 1.24585506e-02],
       [-6.90151833e-01],
       [-3.32459759e-01],
       [ 3.65757018e-01],
       [-3.89895444e-01],
       [-9.94926919e-01],
       [ 4.86253758e-01],
       [ 2.27367783e-01],
       [ 6.38627746e-01],
       [ 1.08834356e-01],
       [-1.43950062e-01],
       [ 1.89326332e-01],
       [ 6.03288754e-01],
       [-6.21486257e-01],
       [ 7.00086027e-01],
       [-3.15439587e-01],
       [ 1.09702879e-01],
       [-5.59345251e-01],
       [-3.96764445e-01],
       [ 7.39251749e-01],
       [-6.40575669e-01],
       [ 1.44482245e-01],
       [-1.19507181e+00],
       [ 7.55854301e-01],
       [ 3.62315064e-01],
       [ 2.87135695e-02],
       [ 1.72971122e-01],
       [ 1.12796974e+00],
       [ 1.51866594e-01],
       [-8.12202325e-03],
       [ 1.09507774e+00],
       [ 1.11742574e+00],
       [ 6.06957636e-02],
       [-2.04690473e-01],
       [ 6.56582268e-03],
       [ 2.92996972e-02],
       [-3.51105312e-01],
       [-6.48235359e-01],
       [ 5.88281396e-01],
       [ 4.30381135e-02],
       [ 3.73338436e-01],
       [-5.82933015e-02],
       [-1.30456621e+00],
       [-8.51704431e-01],
       [ 2.89486090e-01],
       [-6.13430033e-01],
       [-3.09382126e-01],
       [-4.17336264e-01],
       [ 9.99616493e-01],
       [-5.20338897e-01],
       [-3.35957518e-01],
       [-1.36326308e+00],
       [-7.40063988e-02],
       [ 4.60904805e-01],
       [-6.79062224e-02],
       [ 4.86906367e-01],
       [ 6.21214902e-01],
       [ 3.54269207e-02],
       [-8.44588591e-01],
       [ 6.75619269e-01],
       [-4.59466193e-01],
       [ 1.14719382e-01],
       [ 2.25223303e-02],
       [ 4.93633491e-01],
       [-2.96271034e-01],
       [-3.18117769e-01],
       [-8.06325912e-01],
       [ 5.66644400e-02],
       [ 8.76225651e-01],
       [ 5.58516729e-02],
       [-7.53535240e-01],
       [-1.00597064e+00],
       [ 4.39530833e-01],
       [-8.86621463e-01],
       [ 2.39742114e-01],
       [ 6.44645502e-01],
       [-3.46511257e-01],
       [ 7.96556933e-01],
       [ 9.14974942e-01],
       [-7.45409068e-01],
       [ 4.61179503e-01],
       [ 1.59450179e-01],
       [-6.95071251e-01],
       [ 2.82179032e-01],
       [-8.36690492e-02],
       [ 6.52904234e-01],
       [ 2.81501724e-01],
       [ 1.39779559e-01],
       [-6.65060667e-01],
       [ 5.38947962e-01],
       [-2.61292126e-01],
       [ 1.69922327e-01],
       [ 3.89848205e-01],
       [-1.92837486e-01],
       [ 1.96147013e-01],
       [ 4.29473513e-01],
       [ 8.72457197e-01],
       [-8.63530482e-01],
       [ 1.27895272e-01],
       [ 1.00244102e-01],
       [ 1.58398063e-01],
       [-6.66230980e-01],
       [-2.92763594e-01],
       [-3.44154208e-03],
       [ 5.85727367e-01],
       [-4.36883942e-01],
       [-1.24337420e+00],
       [ 1.35284763e-02],
       [-1.29164613e-01],
       [ 4.79249591e-01],
       [ 2.64572659e-01],
       [-4.43420120e-01],
       [-9.45606766e-02],
       [-2.55454089e-01],
       [-6.54129585e-02],
       [ 3.88128686e-01],
       [ 9.43220997e-01],
       [-7.26855914e-01],
       [ 8.31040726e-01],
       [-5.96944967e-01],
       [-5.97992970e-01],
       [ 3.88450801e-01],
       [ 5.75996950e-01],
       [ 1.28395582e+00],
       [-7.25285982e-01],
       [-1.33326353e+00],
       [ 1.07198621e+00],
       [-3.47901325e-02],
       [ 4.15456694e-01],
       [-3.95655335e-01],
       [ 8.56852485e-01],
       [ 1.33491473e+00],
       [-1.75167114e-01],
       [ 2.38034670e-01],
       [ 4.41761832e-01],
       [ 3.79873401e-01],
       [-5.49670205e-01],
       [ 1.23071460e+00],
       [ 6.36590478e-01],
       [-6.53976995e-01],
       [ 7.26112933e-01],
       [ 5.74225223e-02],
       [ 2.90995983e-01],
       [-8.70636294e-01],
       [ 5.62353307e-01],
       [ 6.97884013e-01],
       [ 4.82997041e-01],
       [ 7.32106891e-01],
       [ 3.60362149e-01],
       [-7.17967025e-01],
       [-3.69652446e-01],
       [ 5.98503030e-01],
       [-3.29439970e-01],
       [ 4.49976473e-01],
       [-3.07606636e-01],
       [-4.81654726e-01],
       [-7.84013693e-01],
       [ 5.34576239e-01],
       [-1.58723753e-01],
       [ 6.24415983e-01],
       [-5.06111216e-01],
       [-2.29347329e-03],
       [-1.54595037e-01],
       [ 1.17208470e+00],
       [ 2.52711061e-01],
       [-7.27393994e-01],
       [ 6.68062872e-01],
       [ 7.11856405e-01],
       [ 8.93352792e-01],
       [ 5.69428006e-01],
       [ 5.81771378e-01],
       [ 8.97331833e-02],
       [ 6.33845724e-01],
       [-5.09681294e-01],
       [ 1.84825782e-01],
       [ 2.32613108e-01],
       [-8.83223161e-01],
       [-8.87245479e-01],
       [ 9.87482472e-01],
       [ 2.69184613e-01],
       [-1.26291424e+00],
       [ 3.79223029e-01],
       [-1.65920554e-01],
       [ 4.86347713e-02],
       [ 2.13028311e-01],
       [ 9.49670177e-01],
       [ 1.83676906e-01],
       [ 5.79710497e-01],
       [ 5.07649722e-01],
       [ 4.32544925e-01],
       [ 7.20206847e-01],
       [ 5.80838284e-01],
       [ 2.66531800e-01],
       [ 1.26661762e+00],
       [-2.79914990e-01],
       [ 6.13192102e-01],
       [ 1.55848907e-01],
       [ 3.89857812e-01],
       [-2.38046203e-01],
       [-4.09239000e-01],
       [ 6.22566562e-01],
       [-3.78443090e-01],
       [ 3.32734109e-01],
       [ 5.68730858e-01],
       [ 6.92421464e-01],
       [-6.18586818e-02],
       [ 2.25658537e-01],
       [-5.86870621e-01],
       [-9.79350608e-02],
       [ 4.75243772e-01],
       [ 2.40674833e-01],
       [ 6.91020789e-01],
       [-2.02375327e-01],
       [-3.69290517e-01],
       [ 2.77865204e-01],
       [-1.51362539e+00],
       [-5.95559250e-01],
       [-3.51013566e-01],
       [ 7.78076980e-01],
       [ 3.14971644e-01],
       [-5.83249615e-01],
       [-2.59692206e-01],
       [-7.42079740e-01],
       [ 5.91573168e-01],
       [ 4.38058765e-01],
       [ 5.68620937e-01],
       [ 2.81572896e-01],
       [-3.22816831e-01],
       [ 8.23928454e-01],
       [-8.09062839e-02],
       [-4.95716720e-01],
       [-3.87397857e-01],
       [-2.28163160e-02],
       [ 5.38164632e-02],
       [-2.64889767e-01],
       [-1.92316996e-01],
       [-1.51835613e+00],
       [-5.28656777e-01],
       [-3.50170036e-01],
       [ 2.86360950e-01],
       [ 4.42942514e-01],
       [ 6.69724306e-01],
       [ 2.31732645e-01],
       [-3.40308672e-01],
       [-5.08989548e-01],
       [ 5.60030181e-01],
       [ 6.12066650e-03],
       [-3.51583389e-01],
       [-2.84246279e-01],
       [ 2.59713797e-01],
       [-7.19566781e-01],
       [ 6.13790028e-01],
       [ 6.59068021e-01],
       [-2.58119104e-01],
       [-1.33514455e-01],
       [ 6.51283541e-01],
       [ 9.52870581e-01],
       [-5.35127627e-01],
       [ 4.47913557e-01],
       [ 4.23174668e-01],
       [ 4.65933466e-01],
       [-8.22769618e-02],
       [-5.37274672e-03],
       [ 3.85799525e-01],
       [ 6.47148721e-02],
       [ 3.00586884e-01],
       [ 2.83798610e-01],
       [ 1.72066684e-01],
       [ 2.63256624e-01],
       [-3.69181791e-01],
       [-5.56967666e-01],
       [ 2.59051385e-01],
       [-2.28344561e-01],
       [ 5.20129893e-01],
       [-4.67055503e-01],
       [ 8.20122063e-02],
       [ 2.92026164e-01],
       [-2.21692186e-01],
       [ 3.14151208e-01],
       [ 1.13416679e+00],
       [ 2.09203883e-01],
       [-3.28651555e-01],
       [-1.73263416e-01],
       [ 3.33007954e-01],
       [-4.80354554e-01],
       [-6.01123863e-01],
       [-3.09710092e-02],
       [-1.45070113e-01],
       [-7.31781664e-01],
       [ 3.34436883e-01],
       [-4.58205262e-01],
       [ 2.28122057e-01],
       [ 8.49841509e-01],
       [-6.74879274e-01],
       [-1.81707907e-02],
       [ 2.76395428e-01],
       [ 6.25022459e-04],
       [-2.76211676e-01],
       [ 7.12693553e-01],
       [-2.09250872e-01],
       [-9.75938607e-01],
       [ 4.57185952e-01],
       [ 1.92250675e-01],
       [ 7.66027225e-01],
       [-5.25935906e-01],
       [-4.90754199e-02],
       [ 1.72062234e-03],
       [-4.02831418e-01],
       [-1.21012142e-02],
       [-6.30184425e-01],
       [ 4.70368148e-02],
       [-1.53482259e+00],
       [ 2.49172125e-01],
       [-4.14162223e-01],
       [-6.73259810e-01],
       [ 5.78850758e-01],
       [-6.39998794e-01],
       [ 9.97575843e-01],
       [ 5.63793568e-01],
       [-1.68679923e+00],
       [ 3.65883930e-01],
       [-1.51092748e+00],
       [ 2.96681760e-01],
       [ 1.55379309e+00],
       [ 6.80835591e-02],
       [ 8.56441409e-01],
       [-3.28727126e-01],
       [-9.04768918e-01],
       [-1.35487239e-03],
       [-2.78156070e-01],
       [ 1.05702931e+00],
       [ 4.91490529e-01],
       [ 3.50656389e-02],
       [-6.20581292e-01],
       [-2.38502573e-02],
       [-9.88298955e-01],
       [-7.19346480e-01],
       [ 1.25258975e-01],
       [-8.99251373e-01],
       [ 6.86964022e-01],
       [ 3.54511564e-02],
       [-1.07057082e-01],
       [-3.21028092e-01],
       [ 4.07543772e-01],
       [ 6.98532953e-01],
       [-2.24213579e-01],
       [-2.23813426e-01],
       [ 2.47805412e-01],
       [-1.43456636e+00],
       [-4.13760614e-01],
       [ 1.71166931e-02],
       [-5.06087913e-01],
       [ 2.15644313e-01],
       [ 1.13408204e+00],
       [ 4.69734447e-01],
       [-6.82328233e-01],
       [-1.10697250e+00],
       [ 5.45924314e-01],
       [ 1.24561970e-02],
       [ 7.03387371e-01],
       [-1.57311899e-01],
       [ 2.80179266e-01],
       [ 5.20561187e-01],
       [-9.40305056e-02],
       [-6.96500918e-04],
       [-1.29644147e-01],
       [-3.71161167e-01],
       [ 9.92618229e-01],
       [ 1.70045027e-01],
       [ 6.86256177e-03],
       [-1.11019906e+00],
       [-4.79344049e-01],
