,4.6.4_mp_rbf_matern32_sin_lin_sin_lfbgs_0_0,4.6.4_mp_rbf_matern32_sin_lin_sin_lfbgs_1_0,4.6.4_mp_rbf_matern32_sin_lin_sin_lfbgs_2_0,4.6.4_mp_rbf_matern32_sin_lin_sin_lfbgs_3_0,4.6.4_mp_rbf_matern32_sin_lin_sin_lfbgs_4_0
       [ 4.16345303e-01],
       [-3.15652280e-01],
       [-1.81174066e-01],
       [ 1.22754913e-01],
       [-5.09552624e-01],
       [ 8.05624888e-01],
       [-3.92194890e-01],
       [-2.95758531e-01],
       [ 2.15613563e-04],
       [-2.22537033e-01],
       [-3.82033799e-02],
       [-2.01174120e-01],
       [-9.12913776e-02],
       [-7.55129889e-01],
       [ 2.74027188e-01],
       [-1.08123202e+00],
       [ 4.85994851e-01],
       [ 2.78706124e-01],
       [ 3.54661804e-02],
       [ 1.38959380e+00],
       [-3.52815836e-01],
       [-3.36000579e-01],
       [-4.90062016e-01],
       [-5.79110804e-01],
       [-2.83900877e-01],
       [-7.13761719e-01],
       [ 1.81522068e-01],
       [-8.57091751e-02],
       [-9.88451650e-02],
       [-5.65971044e-01],
       [-2.16589594e-01],
       [ 1.78809952e-01],
       [-2.68077830e-01],
       [-4.96914912e-01],
       [ 4.06370926e-01],
       [-9.82494337e-02],
       [-4.79966689e-01],
       [-6.59961758e-01],
       [ 1.91312061e-01],
       [-4.22853675e-01],
       [-2.12718799e-01],
       [ 2.34340872e-01],
       [-2.13902236e-01],
       [-5.91864721e-01],
       [ 3.23255806e-01],
       [ 9.12736550e-02],
       [-5.94475921e-01],
       [-4.85571028e-01],
       [-1.26450112e-01],
       [-1.89377711e-01],
       [ 1.71629480e-01],
       [ 3.73154257e-02],
       [-6.25169596e-01],
       [ 9.07309715e-02],
       [ 1.37193961e-01],
       [-2.24398364e-02],
       [-2.07081764e-01],
       [ 1.58857009e-01],
       [-7.02346151e-01],
       [-3.85829543e-01],
       [ 8.23918218e-01],
       [-1.62215033e-01],
       [-3.34069599e-01],
       [ 3.45180643e-01],
       [ 1.82638150e-01],
       [-2.90847908e-02],
       [-2.60166849e-01],
       [-2.24622523e-02],
       [-5.52676850e-01],
       [ 1.17447668e-01],
       [ 2.50147785e-01],
       [-3.30136319e-01],
       [-9.47460589e-01],
       [ 3.97810387e-02],
       [-5.95203609e-01],
       [-3.08718365e-02],
       [ 5.68264359e-02],
       [-2.97721300e-01],
       [ 6.55612284e-01],
       [ 2.29284250e-01],
       [-2.47924336e-01],
       [ 1.13839633e+00],
       [ 1.36383131e-01],
       [-7.61150270e-01],
       [ 1.97986042e-01],
       [ 5.06185021e-01],
       [ 4.03418580e-01],
       [ 5.99665694e-01],
       [-1.93768383e-01],
       [-5.85798952e-01],
       [-2.44971698e-02],
       [ 2.15368853e-01],
       [ 4.76297947e-02],
       [ 2.41162712e-02],
       [-6.22770518e-01],
       [-6.53149465e-02],
       [-1.61529401e-01],
       [-3.87500544e-01],
       [-1.52093044e-02],
       [ 1.63477125e-01],
       [-1.29643418e-02],
       [ 3.73223627e-01],
       [ 5.00342688e-01],
       [-5.74557062e-01],
       [-4.59160385e-01],
       [ 8.88699384e-01],
       [ 3.49642772e-01],
       [ 3.88195835e-02],
       [-2.30791320e-01],
       [ 5.57880414e-01],
       [ 3.24847412e-01],
       [ 6.74824820e-01],
       [ 2.95200472e-01],
       [-4.30040196e-01],
       [ 6.96845988e-01],
       [-1.82361922e-01],
       [ 1.29704034e-01],
       [ 9.02163866e-02],
       [-5.06111761e-01],
       [-9.59684797e-02],
       [ 1.15292418e-01],
       [ 2.99181773e-01],
       [ 1.01570427e-01],
       [-2.41802352e-01],
       [-5.99605930e-01],
       [ 7.51627046e-01],
       [ 7.62686386e-01],
       [ 7.82805846e-01],
       [ 5.13106598e-01],
       [-5.39119773e-01],
       [ 3.33651154e-01],
       [ 2.29772847e-01],
       [ 2.91009913e-01],
       [ 1.24198322e-01],
       [ 6.46838764e-01],
       [-4.84531911e-01],
       [ 2.95869565e-01],
       [-2.93107474e-01],
       [ 4.92315609e-01],
       [-7.60578067e-02],
       [-3.97618770e-01],
       [ 4.17795646e-01],
       [ 1.35750880e-02],
       [ 3.15685253e-02],
       [ 1.94986129e-01],
       [ 2.27631618e-01],
       [ 1.15842308e-02],
       [-3.22541951e-01],
       [ 8.13061016e-01],
       [ 2.38903020e-01],
       [-1.37324171e-01],
       [-5.21339336e-03],
       [ 1.38701320e-01],
       [ 8.10967455e-01],
       [-1.92589078e-01],
       [-1.41100686e-02],
       [-1.65691318e-01],
       [ 8.65587634e-02],
       [ 1.78872982e-01],
       [-9.93194767e-02],
       [ 5.54128904e-01],
       [-1.62567513e-01],
       [ 1.29630452e-01],
       [ 2.28125388e-01],
       [-1.15961782e-01],
       [ 5.87297799e-01],
       [-1.90153824e-01],
       [-4.14915219e-02],
       [ 1.84663254e-01],
       [-3.60825593e-01],
       [ 1.92336047e-01],
       [ 1.38418113e-01],
       [-3.34857328e-01],
       [ 1.59108211e-01],
       [ 2.41604780e-01],
       [ 1.93720758e-01],
       [-8.37148294e-02],
       [ 1.99777933e-01],
       [-7.67861021e-01],
       [ 2.95603722e-01],
       [-3.99174493e-01],
       [ 3.12228283e-01],
       [ 5.25816482e-02],
       [-6.83347272e-01],
       [-6.88142250e-01],
       [ 1.05445355e+00],
       [ 6.70559967e-01],
       [ 3.81071178e-01],
       [ 5.85888158e-01],
       [-5.64934267e-03],
       [ 3.24735270e-01],
       [ 5.58549662e-01],
       [ 8.10564597e-02],
       [-8.44365905e-01],
       [-4.21571845e-01],
       [-2.21199833e-01],
       [ 3.69328934e-01],
       [-3.58399528e-01],
       [-5.07290569e-01],
       [ 6.02656001e-01],
       [-1.73853618e-01],
       [-2.73381147e-01],
       [ 3.32907654e-01],
       [-1.51646893e-01],
       [-6.90502256e-02],
       [-1.49074563e-01],
       [-4.33682513e-01],
       [ 2.16660931e-01],
       [-1.01220246e+00],
       [ 8.55060288e-01],
       [ 8.75038289e-02],
       [ 2.44806532e-01],
       [ 2.31494449e-01],
       [ 4.81915699e-01],
       [ 1.77870306e-01],
       [ 8.67371075e-02],
       [ 6.07186203e-01],
       [ 4.20580221e-01],
       [-3.95461792e-01],
       [-2.35137972e-01],
       [-1.62026531e-01],
       [-1.01130452e-02],
       [ 4.19446422e-01],
       [ 7.01529183e-02],
       [ 2.09003149e-01],
       [ 4.65245033e-01],
       [-7.20030363e-03],
       [ 7.70891621e-01],
       [-2.23360157e-01],
       [ 3.29960817e-01],
       [ 1.06571807e-01],
       [-3.79049762e-01],
       [ 4.85568851e-01],
       [ 2.64968824e-01],
       [ 5.16726470e-01],
       [-2.53802982e-01],
       [ 1.24922235e-02],
       [-3.26686315e-01],
       [-2.49771319e-01],
       [-1.55512745e-01],
       [ 3.12498212e-01],
       [ 8.02310550e-01],
       [-6.88095352e-01],
       [ 3.28847287e-01],
       [-7.57017112e-01],
       [-3.61604986e-01],
       [-2.72588101e-01],
       [ 2.60149399e-01],
       [-8.98329038e-02],
       [ 1.15008882e-01],
       [ 1.54264769e-01],
       [-9.26496261e-03],
       [ 4.86509594e-01],
       [ 8.16243250e-02],
       [ 9.09598005e-01],
       [ 1.74843591e-01],
       [ 3.03201398e-02],
       [ 8.16088429e-02],
       [ 2.66769618e-02],
       [ 1.66163187e-01],
       [-8.16427303e-03],
       [ 3.01790548e-01],
       [ 2.25386574e-02],
       [ 6.19006633e-01],
       [-8.90028147e-02],
       [ 5.48618406e-02],
       [-1.19803227e-01],
       [-3.18345739e-02],
       [ 4.47534133e-01],
       [-3.53548124e-01],
       [ 1.32608284e-01],
       [-6.69465952e-02],
       [ 1.71802419e-02],
       [ 8.75786682e-02],
       [-2.72986898e-02],
       [ 2.06875874e-01],
       [-2.02181153e-01],
       [-2.26186510e-02],
       [-3.34806649e-01],
       [ 2.71870241e-01],
       [-3.14854303e-01],
       [ 1.36773138e-01],
       [ 4.63657288e-01],
       [-4.66374359e-01],
       [-4.51613290e-02],
       [ 5.67126817e-01],
       [ 1.25623214e-01],
       [-2.04949105e-01],
       [-6.95959446e-01],
       [ 7.90420002e-01],
       [ 2.70879230e-01],
       [-4.24003813e-01],
       [ 1.33786815e-01],
       [ 2.46794009e-01],
       [ 1.24242141e-01],
       [ 5.00755871e-01],
       [ 1.52067560e-01],
       [-9.89473187e-02],
       [ 1.37149620e-01],
       [-1.65218854e-01],
       [ 1.08792843e-01],
       [ 1.02769234e+00],
       [-3.48451423e-01],
       [-4.05410904e-01],
       [ 1.98444291e-01],
       [-8.04423328e-01],
       [ 3.32069256e-01],
       [ 4.00802007e-01],
       [ 3.15321107e-02],
       [ 2.83090776e-03],
       [-1.62105193e-02],
       [-1.35918770e-01],
       [ 4.65343333e-01],
       [ 6.26287890e-02],
       [ 4.39862702e-02],
       [-3.11647862e-01],
       [ 5.78416180e-02],
       [-2.53253516e-01],
       [ 2.83543898e-01],
       [ 5.88739498e-01],
       [-7.17258141e-01],
       [ 9.45366137e-03],
       [-1.18950566e-01],
       [ 1.59823200e-02],
       [ 5.62291121e-02],
       [ 3.08643141e-01],
       [ 2.10924474e-02],
       [ 8.45259039e-02],
       [ 5.47749325e-01],
       [-3.20209416e-01],
       [ 4.12296599e-01],
       [ 6.53258173e-02],
       [ 3.94729594e-02],
       [-2.41631038e-01],
       [ 6.25884910e-02],
       [ 4.17927794e-01],
       [-1.55651803e-01],
       [ 6.98452218e-02],
       [ 3.06720157e-01],
       [ 2.36443991e-01],
       [ 3.98131335e-01],
       [-1.21128283e-01],
       [ 1.13241170e-01],
       [-2.42972806e-01],
       [ 9.82636366e-02],
       [ 9.29713531e-02],
       [ 9.86304259e-02],
       [ 2.58983144e-02],
       [ 4.75214377e-01],
       [-1.22669571e-01],
       [-2.01135935e-01],
       [-4.81193635e-02],
       [-3.56406216e-03],
       [ 1.81686460e-01],
       [ 2.94097106e-01],
       [ 3.18624831e-01],
       [-2.75674758e-01],
       [ 1.42752739e-01],
       [ 6.47785864e-02],
       [ 6.58663857e-01],
       [ 1.30274646e-01],
       [ 1.99868674e-01],
       [ 4.64162968e-01],
       [-8.20448355e-02],
       [ 8.75270276e-01],
       [-6.23634817e-02],
       [ 1.08664200e-01],
       [-2.20255089e-01],
       [-3.29012056e-02],
       [-5.00578654e-02],
       [-1.39573466e-01],
       [-2.48854248e-02],
       [ 2.33746256e-01],
       [-4.81951870e-01],
       [-2.81886190e-01],
       [ 1.56739605e-01],
       [-6.46313138e-01],
       [-1.36400007e-01],
       [-1.43721437e-01],
       [ 2.72606427e-02],
       [ 6.06431484e-02],
       [ 1.38857260e-01],
       [-2.66577395e-01],
       [ 5.95507120e-01],
       [ 1.04915126e-01],
       [-2.96028783e-01],
       [ 4.31761027e-01],
       [-8.01968640e-02],
       [-7.49945130e-03],
       [ 4.94407790e-02],
       [ 2.86624464e-02],
       [-1.19246421e-01],
       [-3.39355950e-01],
       [ 5.46662497e-02],
       [-2.27037537e-02],
       [-2.48712942e-01],
       [-1.16243637e-01],
       [-4.15600374e-02],
       [-3.99887622e-03],
       [-5.55838137e-01],
       [ 3.80120162e-01],
       [ 4.05279019e-01],
       [ 5.19792226e-01],
       [-4.05987223e-01],
       [ 3.38337544e-01],
       [ 2.59419346e-01],
       [-4.28565346e-01],
       [-3.05067739e-01],
       [-1.05514509e-01],
       [-1.69898812e-01],
       [ 1.16765567e-01],
       [-5.42065610e-01],
       [ 7.61815519e-03],
       [-3.03274204e-02],
       [-1.32996215e-01],
       [ 2.50859948e-02],
       [ 8.46623666e-01],
       [-3.93323718e-01],
       [ 5.84912024e-01],
       [ 2.03303358e-01],
       [ 6.75537744e-01],
       [-1.79698334e-01],
       [-1.91390389e-01],
       [ 6.28584325e-02],
       [ 7.11613452e-03],
       [ 3.44285150e-01],
       [-2.09555351e-01],
       [ 3.15180338e-01],
       [ 2.99623780e-02],
       [ 9.30138510e-02],
       [-2.43622517e-01],
       [-7.54881234e-01],
       [-2.27929143e-01],
       [ 1.49169182e-01],
       [ 2.90094401e-01],
       [-1.15605499e-01],
       [-9.48280783e-01],
       [ 2.96797825e-01],
       [ 2.27639344e-02],
       [ 3.91830860e-01],
       [-7.64875349e-02],
       [ 3.73093341e-02],
       [ 3.48514431e-02],
       [-9.17053974e-02],
       [-5.44503019e-02],
       [ 3.15398069e-01],
       [ 3.66612667e-01],
       [-5.23809715e-02],
       [ 6.26419586e-01],
       [-1.10670391e-01],
       [ 1.02111718e-01],
       [-1.52505952e-01],
       [-1.12216772e-01],
       [-2.96269563e-01],
       [-3.36367326e-02],
       [-8.06215560e-02],
       [ 8.22588386e-01],
       [ 1.02403635e-01],
       [ 6.24225594e-01],
       [-6.12133848e-01],
       [ 3.79164626e-01],
       [ 3.06033148e-01],
       [-1.88564475e-01],
       [-7.40075720e-01],
       [-2.22847938e-01],
       [-3.85718581e-01],
       [ 4.14645729e-01],
       [ 8.94027534e-01],
       [-4.18379185e-01],
       [-2.09384644e-02],
       [ 5.85748584e-02],
       [ 4.53654455e-01],
       [ 9.02004254e-02],
       [-1.90437675e-01],
       [-5.00816135e-01],
       [ 3.78253314e-02],
       [ 6.96294019e-02],
       [-1.85145341e-02],
       [-6.13107988e-01],
       [ 9.20285420e-02],
       [-8.91963409e-04],
       [-9.27042578e-02],
       [ 2.88757563e-01],
       [-5.10490984e-01],
       [ 4.86641820e-01],
       [ 4.86860342e-02],
       [-1.19521383e-02],
       [-7.78530097e-01],
       [-3.40251672e-01],
       [-7.73916009e-02],
       [-9.39279728e-03],
       [ 3.20067527e-01],
       [ 1.83295341e-02],
       [-1.73156733e-01],
       [ 1.43104724e-01],
       [ 4.45416886e-01],
       [ 2.02448048e-01],
       [ 6.41327650e-02],
       [ 1.31954145e-01],
       [-4.04412078e-01],
       [-3.18294890e-02],
       [ 1.45706451e-01],
       [-2.16986678e-02],
       [ 1.68670632e-01],
       [-3.06645274e-02],
       [ 6.99020652e-03],
       [ 9.24500811e-02],
       [-3.35988046e-01],
       [ 1.04784090e-01],
       [-7.38133269e-02],
       [ 3.93627033e-01],
       [ 2.75450964e-03],
       [ 3.19015933e-02],
       [ 1.63346119e-02],
       [ 1.76764567e-01],
       [ 1.52391086e-01],
       [ 1.48833382e-01],
       [ 4.45883858e-02],
       [-7.55697662e-01],
       [ 1.67182110e-01],
       [ 7.44983538e-01],
       [-7.73830068e-02],
       [ 4.24873593e-01],
       [-1.03532057e-01],
       [-3.63955454e-02],
       [ 6.72913581e-03],
       [ 4.83800052e-02],
       [ 5.12041161e-02],
       [ 5.41988217e-01],
       [ 4.15228241e-01],
       [ 1.77567096e-01],
       [ 5.84929912e-02],
       [-3.65986211e-01],
       [ 1.64739955e-01],
       [ 6.22375666e-02],
       [-1.94056763e-01],
       [ 3.20966490e-03],
       [-2.24245834e-02],
       [-2.04128312e-01],
       [ 5.55634145e-01],
       [-1.20596020e-01],
       [-2.30583177e-01],
       [ 2.04465739e-01],
       [-3.74213869e-01],
       [ 4.50197510e-02],
       [-7.71752364e-02],
       [-2.37723095e-01],
       [-4.90179994e-02],
       [ 6.05261466e-03],
       [-1.80628197e-02],
       [-3.67217532e-01],
       [-7.61104980e-01],
       [ 2.54214918e-01],
       [ 2.99572055e-01],
       [ 3.07602589e-04],
       [ 3.12499173e-01],
       [ 9.93568771e-02],
       [ 2.04535156e-01],
       [ 6.39266168e-03],
       [ 1.46195237e-01],
       [ 5.61853008e-02],
       [-5.00523478e-01],
       [-1.22401802e-02],
       [-1.17968772e-01],
       [ 5.89104995e-01],
       [ 3.88482778e-02],
       [-1.90041123e-01],
       [-9.27253527e-03],
       [-6.01493075e-01],
       [-2.85227544e-04],
       [-2.19035811e-01],
       [ 7.04636866e-01],
       [-1.34703663e-02],
       [-1.38746901e-05],
       [-4.67104672e-01],
       [-6.87387561e-02],
       [ 1.38825655e-01],
       [ 5.24289487e-02],
       [ 1.43885336e-02],
       [-1.09166367e-01],
       [ 2.96682433e-01],
       [-3.28114868e-02],
       [ 1.79599304e-01],
       [-5.80146471e-02],
       [-2.40115065e-01],
       [-5.83593757e-02],
       [ 3.74243328e-04],
       [-6.38305858e-01],
       [-1.46788951e-02],
       [ 7.28578278e-03],
       [ 6.04425298e-01],
       [ 2.59374829e-01],
       [ 2.66128403e-02],
       [-1.31457392e-03],
       [ 8.81140902e-02],
       [ 2.50813343e-02],
       [ 1.61775443e-01],
       [ 6.61638346e-03],
       [ 2.41326894e-02],
       [ 2.26997711e-01]])>","<Parameter: name=identity, dtype=float64, shape=[1000, 1], fn=""identity"", numpy=
array([[ 6.42132851e-01],
       [-1.08168153e+00],
       [-3.09493535e-01],
       [-1.26704566e-01],
       [-1.50589736e-01],
       [-8.84843345e-02],
       [ 6.09665113e-01],
       [-2.32123383e-01],
       [ 6.36588813e-01],
       [ 2.77076820e-02],
       [-2.11222806e-01],
       [-1.12163629e+00],
       [ 8.45642980e-01],
       [-4.18752428e-01],
       [ 5.03380150e-01],
       [-8.46515967e-02],
       [ 7.02383792e-02],
       [ 9.51113443e-02],
       [-1.18444102e+00],
       [ 1.88152371e-01],
       [-1.24645633e-01],
       [-5.05953469e-01],
       [ 5.79427824e-01],
       [-5.00045578e-01],
       [ 1.47245067e-01],
       [ 4.68791530e-01],
       [-2.89398412e-01],
       [-3.25993180e-01],
       [-1.16078144e-01],
       [ 2.49739917e-01],
       [-2.32660374e-01],
       [-1.96559815e-02],
       [-1.04545433e+00],
       [ 5.70866901e-01],
       [ 2.82177839e-01],
       [-4.44656947e-01],
       [-4.11487165e-01],
       [-5.71385148e-02],
       [ 1.52740030e-01],
       [ 2.69774473e-01],
       [ 2.77740090e-01],
       [-6.18423660e-01],
       [ 1.29053397e-01],
       [-8.60455620e-01],
       [ 5.03517110e-01],
       [-3.82746963e-01],
       [ 1.78610744e-01],
       [-2.31793817e-01],
       [-1.23933303e-01],
       [-6.23487367e-02],
       [ 2.42235278e-01],
       [-6.24373001e-03],
       [ 2.84241445e-02],
       [ 1.41278196e-01],
       [ 5.89479497e-01],
       [ 1.54271248e-01],
       [ 3.75530021e-01],
       [-4.12090957e-01],
       [ 4.45326423e-02],
       [-7.87855106e-01],
       [-3.26679244e-02],
       [ 7.98320186e-01],
       [-4.19544512e-01],
       [-5.25299133e-01],
       [-7.71525685e-01],
       [ 4.82064828e-01],
       [-2.91195060e-01],
       [ 2.63700998e-01],
       [ 5.39843972e-01],
       [-4.31516397e-01],
       [ 4.86942923e-01],
       [-4.49056453e-01],
       [ 5.51038573e-01],
       [-6.63087688e-01],
       [-2.84516603e-01],
       [-5.50872588e-02],
       [ 1.55318885e-01],
       [ 2.31326505e-01],
       [-2.06932496e-01],
       [-4.88402101e-01],
       [-4.71522163e-02],
       [-2.77939583e-02],
       [-8.67465075e-01],
       [-1.72905275e-01],
       [ 3.88969193e-01],
       [-2.21721583e-01],
       [ 3.49467800e-01],
       [-2.91712094e-01],
       [-1.20629735e-01],
       [ 1.67247148e-01],
       [ 2.21743031e-01],
       [ 4.71155311e-01],
       [-1.98249510e-01],
       [-4.57395484e-01],
       [ 1.90751428e-01],
       [-6.43766947e-02],
       [ 6.62108933e-01],
       [ 3.82889724e-01],
       [ 9.99941272e-02],
       [-2.60617061e-01],
       [ 1.51691225e-02],
       [ 1.32470102e-01],
       [ 2.60005715e-01],
       [-7.65119192e-01],
       [ 4.21456855e-01],
       [ 4.25714339e-01],
       [ 2.43309284e-01],
       [ 2.03045520e-01],
       [ 1.23726509e-01],
       [-2.36980048e-01],
       [-8.23056225e-02],
       [-6.12112461e-01],
       [-3.11695760e-01],
       [ 3.04936200e-01],
       [ 8.59667020e-01],
       [ 1.33132633e-01],
       [-1.61585848e-01],
       [-5.28987712e-01],
       [-1.27734512e+00],
       [ 2.35861344e-01],
       [-2.59693852e-01],
       [-1.63362146e-01],
       [ 7.46812663e-01],
       [ 2.54947354e-01],
       [-1.12378607e-01],
       [-2.71534984e-01],
       [ 1.10459751e-01],
       [-2.89919160e-01],
       [-4.45134351e-02],
       [ 7.51578209e-01],
       [-1.40479457e-01],
       [ 1.51034563e-02],
       [ 1.90838048e-01],
       [-1.01339479e-01],
       [-4.13624444e-02],
       [ 3.86704383e-01],
       [ 6.41640015e-01],
       [ 3.29789115e-01],
       [ 6.60362058e-02],
       [ 1.59667180e+00],
       [ 1.78472319e-01],
       [-1.90114939e-01],
       [ 1.12850563e+00],
       [ 2.18764653e-01],
       [-5.31687741e-01],
       [-2.29021314e-01],
       [ 1.15147992e-01],
       [ 2.94955738e-01],
       [-7.06780257e-01],
       [-2.19385760e-01],
       [-6.36249588e-02],
       [ 6.00172140e-01],
       [ 8.37145259e-01],
       [-1.42179743e-02],
       [ 5.62242266e-02],
       [-1.22254698e-01],
       [ 2.16561023e-01],
       [ 8.48471034e-01],
       [-2.19425266e-01],
       [-8.87614295e-01],
       [ 6.71202920e-01],
       [-2.93373411e-01],
       [-4.40520179e-01],
       [ 7.79447556e-01],
       [ 7.72936728e-01],
       [-2.93785125e-01],
       [ 8.93356324e-01],
       [-5.00304242e-01],
       [ 3.30505446e-03],
       [ 5.84448198e-01],
       [-7.09841645e-01],
       [-4.91414911e-01],
       [-4.90690434e-01],
       [-1.12507751e+00],
       [ 2.96147202e-01],
       [-7.10556540e-01],
       [-2.43369825e-01],
       [-3.44099777e-02],
       [ 3.26016571e-01],
       [ 7.70077965e-01],
       [-3.21875717e-01],
       [ 8.74354505e-01],
       [ 3.66705201e-01],
       [ 2.16581450e-01],
       [-4.03405092e-01],
       [ 3.68050462e-02],
       [-6.54283053e-01],
       [-3.88267699e-02],
       [-1.84867542e-01],
       [ 2.91281260e-01],
       [-2.55022669e-01],
       [-8.05824453e-01],
       [ 5.00518081e-01],
       [ 3.87393874e-01],
       [ 4.35234816e-01],
       [ 1.27893048e+00],
       [-9.18895423e-01],
       [-2.30751402e-02],
       [-2.58006257e-01],
       [-8.16751014e-01],
       [ 5.48879534e-01],
       [-9.23703015e-01],
       [-8.04498143e-01],
       [-6.21287382e-01],
       [ 6.38087029e-01],
       [ 1.11339541e-01],
       [-6.07192513e-01],
       [ 3.59826301e-01],
       [-3.57659660e-01],
       [-5.84845614e-01],
       [ 8.08127347e-01],
       [ 5.04333860e-01],
       [-6.61512229e-02],
       [ 6.31174316e-01],
       [ 5.94626823e-01],
       [-1.92984222e-01],
       [-4.01485297e-01],
       [ 3.19224869e-01],
       [-1.04690166e+00],
       [ 4.58387332e-01],
       [-1.43715828e-01],
       [ 4.71322847e-01],
       [-3.50059421e-01],
       [-8.26290340e-01],
       [ 2.53100999e-01],
       [-5.35253062e-01],
       [-8.08993463e-01],
       [-1.08369155e-01],
       [-3.42129554e-01],
       [-4.38745652e-01],
       [ 4.72077899e-01],
       [-8.56218266e-01],
       [-4.98558408e-01],
       [-1.49013189e-01],
       [-2.83132566e-01],
       [-9.36807664e-01],
       [ 4.21972073e-01],
       [ 1.46478000e-01],
       [ 4.76176128e-01],
       [-1.56852387e-01],
       [ 5.01225413e-01],
       [-6.62171605e-01],
       [-1.29452124e-01],
       [ 2.50087062e-02],
       [-1.62929685e-03],
       [ 6.18821387e-01],
       [ 3.07405011e-01],
       [-6.42699598e-01],
       [-3.36293508e-01],
       [-3.28804112e-01],
       [ 8.76370111e-01],
       [-3.23952496e-01],
       [ 2.97717977e-01],
       [-2.94783281e-01],
       [-7.57445539e-02],
       [-8.46785317e-01],
       [ 3.71784459e-01],
       [ 2.76046551e-01],
       [-2.92979245e-02],
       [-4.65971576e-01],
       [ 6.33376795e-01],
       [ 3.81346162e-01],
       [-1.03447495e+00],
       [-2.76144836e-01],
       [ 3.76440656e-01],
       [-1.08300550e-01],
       [-2.74076204e-01],
       [ 2.76586581e-01],
       [ 3.13992384e-01],
       [-5.50024629e-01],
       [-2.13994748e-01],
       [-2.20521303e-03],
       [-6.64495258e-01],
       [ 4.92354733e-01],
       [-9.03529050e-01],
       [-3.46550203e-01],
       [-1.77949971e-02],
       [-2.27546412e-01],
       [ 1.19566723e-02],
       [-1.03123905e-02],
       [-1.76157157e-02],
       [ 2.09961662e-01],
       [ 2.37787457e-01],
       [-5.10874094e-01],
       [ 2.22439576e-01],
       [ 7.30192926e-01],
       [-6.58845741e-01],
       [-6.20112935e-01],
       [ 4.07953497e-01],
       [ 2.50608898e-01],
       [ 3.13729075e-01],
       [-9.72330885e-01],
       [-2.12624638e-01],
       [-2.65957920e-01],
       [-5.26518627e-01],
       [ 4.75746139e-01],
       [ 6.33904006e-01],
       [-5.11892866e-01],
       [-4.58909127e-01],
       [-1.38414774e-01],
       [-1.97161733e-01],
       [-4.16052133e-01],
       [-5.78900687e-02],
       [ 4.97600487e-01],
       [ 1.03855824e+00],
       [ 4.43007038e-01],
       [-2.32393730e-01],
       [ 8.68016313e-01],
       [ 7.79950199e-01],
       [-7.13002511e-01],
       [ 1.58693265e+00],
       [ 2.16851388e-01],
       [-2.35241639e-01],
       [-1.01363806e+00],
       [ 3.01183941e-02],
       [-1.82440819e-01],
       [-1.18610225e+00],
       [-4.36917316e-01],
       [-6.12689337e-01],
       [ 3.08639705e-02],
       [ 1.57568727e-01],
       [-6.41183850e-01],
       [ 8.32310092e-01],
       [ 8.14530853e-02],
       [ 5.90640789e-01],
       [ 8.07861900e-02],
       [-1.21632125e-02],
       [-4.48165335e-01],
       [-4.88805412e-01],
       [ 6.17422425e-01],
       [ 2.42736331e-01],
       [ 2.16692375e-01],
       [-9.24774327e-01],
       [-6.15320944e-01],
       [-7.56750190e-02],
       [-5.07481778e-01],
       [ 8.19303624e-02],
       [ 1.18048686e-01],
       [ 5.93296648e-01],
       [ 4.16685283e-01],
       [ 7.81511456e-01],
       [ 2.35645002e-01],
       [-2.71329572e-02],
       [ 1.57095347e-01],
       [-1.14164655e-01],
       [ 3.25597049e-01],
       [-7.02527823e-02],
       [ 5.70958562e-01],
       [-5.58706505e-01],
       [ 6.82573727e-01],
       [-3.43535081e-01],
       [ 1.74515635e-01],
       [-2.69018229e-01],
       [ 1.27255138e-01],
       [-1.35290024e-01],
       [-3.70319013e-01],
       [ 6.03599030e-02],
       [-1.03743942e+00],
       [ 2.37261853e-02],
       [-7.93245494e-02],
       [-1.05729916e-01],
       [ 1.83351131e-01],
       [-5.61124467e-01],
       [ 6.25494974e-01],
       [-1.16966097e-01],
       [-3.44055806e-01],
       [-5.70896877e-01],
       [ 7.46588903e-01],
       [ 2.64508474e-01],
       [ 2.23289947e-01],
       [-7.12910642e-01],
       [-4.37160930e-01],
       [-8.14040046e-02],
       [-3.45161945e-01],
       [-1.15055440e-01],
       [-2.87933069e-01],
       [ 8.19211273e-01],
       [ 1.03712657e-01],
       [ 5.64819037e-01],
       [-1.40917547e-01],
       [-8.08652693e-01],
       [-6.30389681e-01],
       [ 2.68841737e-01],
       [ 1.36798518e-01],
       [-5.04527987e-01],
       [-6.40805504e-01],
       [ 2.19318666e-01],
       [ 7.79538655e-01],
       [ 4.14553482e-01],
       [-5.64765430e-01],
       [-3.22336244e-01],
       [-1.76618434e-01],
       [-1.47092065e-01],
       [ 8.93859146e-02],
       [ 3.91101115e-01],
       [ 4.21499878e-01],
       [-4.57230298e-01],
       [ 5.46658682e-02],
       [ 4.85856215e-01],
       [ 2.64274099e-02],
       [-4.62151550e-02],
       [-3.46173775e-02],
       [ 1.62049091e-01],
       [ 7.32819694e-01],
       [-4.66873215e-01],
       [ 1.10907589e-01],
       [-6.47301861e-01],
       [ 4.34408359e-01],
       [ 4.21279201e-01],
       [-1.68209066e-01],
       [ 3.00215366e-04],
       [-1.00919137e+00],
       [-3.59666972e-01],
       [ 4.12833705e-01],
       [ 5.10650988e-01],
       [-4.79012479e-01],
       [-2.40186112e-01],
       [-1.86216734e-01],
       [-3.47952980e-01],
